CPU Name,Cores,CPU Mark,Thread Mark,TDP (W),Socket,Category
Intel Xeon W-2295 @ 3.00GHz,18,"30,902","2,643",165,FCLGA2066,Server
Intel Xeon W-3175X @ 3.10GHz,28,"46,125","2,544",255,FCLGA3647,Desktop
Intel Xeon W-3223 @ 3.50GHz,8,"16,937","2,423",160,FCLGA3647,Server
Intel Xeon W-3225 @ 3.70GHz,8,"18,251","2,357",160,FCLGA3647,Server
Intel Xeon W-3235 @ 3.30GHz,12,"25,565","2,632",180,FCLGA3647,Server
Intel Xeon W-3245 @ 3.20GHz,16,"31,069","2,561",205,FCLGA3647,Server
Intel Xeon W-3245M @ 3.20GHz,16,"28,494","2,623",205,FCLGA3647,Server
Intel Xeon W-3265 @ 2.70GHz,24,"30,105","2,572",205,FCLGA3647,Server
Intel Xeon W-3265M @ 2.70GHz,24,"35,506","2,636",205,FCLGA3647,"Desktop, Server"
Intel Xeon W-3275 @ 2.50GHz,28,"39,449","2,576",205,FCLGA3647,Server
Intel Xeon W-3275M @ 2.50GHz,28,"40,012","2,573",205,FCLGA3647,Server
Intel Xeon W-3323 @ 3.50GHz,12,"27,822","2,580",220,FCLGA4189,"Desktop, Server"
Intel Xeon W-3335 @ 3.40GHz,16,"39,293","2,673",250,FCLGA4189,Server
Intel Xeon W-3345 @ 3.00GHz,24,"48,140","2,530",250,FCLGA4189,Server
Intel Xeon W-3365 @ 2.70GHz,32,"57,312","2,587",270,FCLGA4189,Server
Intel Xeon W-3375 @ 2.50GHz,38,"59,091","2,636",270,FCLGA4189,Server
Intel Xeon w3-2423,6,"15,817","2,674",120,FCLGA4677,Server
Intel Xeon w3-2425,6,"18,793","3,018",130,FCLGA4677,Server
Intel Xeon w3-2435,8,"25,977","3,295",165,FCLGA4677,Server
Intel Xeon w3-2525,8,"28,502","3,499",175,FCLGA4677,Server
Intel Xeon w3-2535,10,"33,367","3,444",185,Unknown,Unknown
Intel Xeon W3503 @ 2.40GHz,2,"1,100","1,023",130,LGA1366,Server
Intel Xeon W3505 @ 2.53GHz,2,"1,163","1,099",130,LGA1366,Server
Intel Xeon W3520 @ 2.67GHz,4,"2,941","1,258",130,LGA1366,Server
Intel Xeon W3530 @ 2.80GHz,4,"3,066","1,335",130,LGA1366,Server
Intel Xeon W3540 @ 2.93GHz,4,"3,075","1,288",130,LGA1366,Server
Intel Xeon W3550 @ 3.07GHz,4,"3,256","1,412",130,LGA1366,Server
Intel Xeon W3565 @ 3.20GHz,4,"3,391","1,506",130,LGA1366,Server
Intel Xeon W3570 @ 3.20GHz,4,"3,267","1,466",130,LGA1366,Server
Intel Xeon W3580 @ 3.33GHz,4,"3,638","1,556",130,LGA1366,Server
Intel Xeon W3670 @ 3.20GHz,6,"6,424","1,489",130,LGA1366,Server
Intel Xeon W3680 @ 3.33GHz,6,"7,020","1,573",130,LGA1366,Server
Intel Xeon W3690 @ 3.47GHz,6,"7,198","1,612",130,LGA1366,Server
Intel Xeon w5-2445,10,"32,204","3,375",175,FCLGA4677,Server
Intel Xeon w5-2455X,12,"37,096","3,378",200,FCLGA4677,Server
Intel Xeon w5-2465X,16,"45,264","3,421",200,FCLGA4677,Server
Intel Xeon w5-2545,12,"40,782","3,539",210,FCLGA4677,Server
Intel Xeon w5-2555X,14,"47,638","3,659",210,FCLGA4677,Server
Intel Xeon w5-2565X,18,"52,378","3,548",240,FCLGA4677,Server
Intel Xeon w5-3423,12,"28,210","2,658",270,FCLGA4677,Server
Intel Xeon w5-3425,12,"36,225","3,308",270,FCLGA4677,Server
Intel Xeon w5-3433,16,"33,120","2,502",220,FCLGA4677,Server
Intel Xeon w5-3435X,16,"44,998","3,351",324,FCLGA4677,Server
Intel Xeon w5-3525,16,"45,498","3,279",290,FCLGA4677,Server
Intel Xeon w5-3535X,20,"54,737","3,660",300,FCLGA4677,Server
Intel Xeon W5580 @ 3.20GHz,4,"3,459","1,507",130,LGA1366,Server
[Dual CPU] Intel Xeon W5580 @ 3.20GHz,4,"5,979","1,320",130,LGA1366,Server
Intel Xeon W5590 @ 3.33GHz,4,"3,373","1,540",130,LGA1366,Server
[Dual CPU] Intel Xeon W5590 @ 3.33GHz,4,"6,718","1,580",130,LGA1366,Server
Intel Xeon w7-2475X,20,"53,211","3,566",225,FCLGA4677,Server
Intel Xeon w7-2495X,24,"57,202","3,433",225,FCLGA4677,Server
Intel Xeon w7-2575X,22,"52,951","3,350",250,FCLGA4677,Server
Intel Xeon w7-2595X,26,"66,049","3,704",250,FCLGA4677,Server
Intel Xeon w7-3445,20,"48,991","3,269",270,FCLGA4677,Server
Intel Xeon w7-3455,24,"54,998","3,131",270,FCLGA4677,Server
Intel Xeon w7-3465X,28,"61,600","3,204",300,FCLGA4677,Server
Intel Xeon w7-3545,24,"58,453","3,265",310,FCLGA4677,Server
Intel Xeon w7-3555,28,"67,754","3,549",325,FCLGA4677,Server
Intel Xeon w7-3565X,32,"71,085","3,351",335,FCLGA4677,Server
Intel Xeon w9-3475X,36,"65,016","3,347",300,FCLGA4677,Server
Intel Xeon w9-3495X,56,"90,433","3,452",350,FCLGA4677,Server
Intel Xeon w9-3575X,44,"85,569","3,780",340,FCLGA4677,Server
Intel Xeon w9-3595X,60,"98,602","3,712",385,FCLGA4677,Server
Intel Xeon X3210 @ 2.13GHz,4,"1,293",816,105,LGA775,Server
Intel Xeon X3220 @ 2.40GHz,4,"1,973",926,105,LGA775,Server
Intel Xeon X3230 @ 2.66GHz,4,"2,052","1,091",95,LGA775,Server
Intel Xeon X3320 @ 2.50GHz,4,"2,082","1,097",95,LGA775,Server
Intel Xeon X3323 @ 2.50GHz,4,"2,030","1,076",80,LGA775,Server
Intel Xeon X3330 @ 2.66GHz,4,"2,102","1,120",95,LGA775,Server
Intel Xeon X3350 @ 2.66GHz,4,"2,291","1,160",95,LGA775,Server
Intel Xeon X3353 @ 2.66GHz,4,"2,283","1,168",80,LGA775,Server
Intel Xeon X3360 @ 2.83GHz,4,"2,424","1,238",95,LGA775,Server
Intel Xeon X3363 @ 2.83GHz,4,"2,382","1,238",80,LGA771,Server
Intel Xeon X3370 @ 3.00GHz,4,"2,555","1,266",95,LGA775,Server
Intel Xeon X3380 @ 3.16GHz,4,"2,568","1,357",95,LGA775,Server
Intel Xeon X3430 @ 2.40GHz,4,"2,323","1,040",95,LGA1156,Server
Intel Xeon X3440 @ 2.53GHz,4,"2,769","1,142",95,LGA1156,Server
Intel Xeon X3450 @ 2.67GHz,4,"2,881","1,220",95,LGA1156,Server
Intel Xeon X3460 @ 2.80GHz,4,"2,951","1,248",95,LGA1156,Server
Intel Xeon X3470 @ 2.93GHz,4,"3,346","1,390",95,LGA1156,Server
Intel Xeon X3480 @ 3.07GHz,4,"3,335","1,431",95,LGA1156,Server
Intel Xeon X5260 @ 3.33GHz,2,"1,278","1,411",80,LGA771,Server
[Dual CPU] Intel Xeon X5260 @ 3.33GHz,2,"2,389",NA,80,LGA771,Server
Intel Xeon X5270 @ 3.50GHz,2,"1,524","1,485",80,LGA771,Server
Intel Xeon X5272 @ 3.40GHz,2,"1,451","1,411",80,LGA771,Server
Intel Xeon X5355 @ 2.66GHz,4,"2,039","1,041",120,LGA771,Server
[Dual CPU] Intel Xeon X5355 @ 2.66GHz,4,"3,862","1,059",120,LGA771,Server
Intel Xeon X5365 @ 3.00GHz,4,"2,331","1,223",150,LGA771,Server
[Dual CPU] Intel Xeon X5365 @ 3.00GHz,4,"4,360","1,216",150,LGA771,Server
Intel Xeon X5450 @ 3.00GHz,4,"2,426","1,262",120,LGA771,Server
[Dual CPU] Intel Xeon X5450 @ 3.00GHz,4,"4,871","1,293",120,LGA771,Server
Intel Xeon X5460 @ 3.16GHz,4,"2,571","1,345",120,LGA771,Server
[Dual CPU] Intel Xeon X5460 @ 3.16GHz,4,"5,076","1,354",120,LGA771,Server
Intel Xeon X5470 @ 3.33GHz,4,"2,871","1,397",120,LGA771,Server
[Dual CPU] Intel Xeon X5470 @ 3.33GHz,4,"5,125","1,421",120,LGA771,Server
Intel Xeon X5472 @ 3.00GHz,4,"2,243","1,209",120,LGA771,Server
[Dual CPU] Intel Xeon X5472 @ 3.00GHz,4,"4,964","1,323",120,LGA771,Server
Intel Xeon X5482 @ 3.20GHz,4,"2,755","1,400",150,LGA771,Server
[Dual CPU] Intel Xeon X5482 @ 3.20GHz,4,"4,908","1,422",150,LGA771,Server
Intel Xeon X5492 @ 3.40GHz,4,"2,912","1,464",150,LGA771,Server
[Dual CPU] Intel Xeon X5492 @ 3.40GHz,4,"5,469","1,467",150,LGA771,Server
Intel Xeon X5550 @ 2.67GHz,4,"3,036","1,272",95,LGA1366,Server
[Dual CPU] Intel Xeon X5550 @ 2.67GHz,4,"5,598","1,301",95,LGA1366,Server
Intel Xeon X5560 @ 2.80GHz,4,"3,231","1,384",95,LGA1366,Server
[Dual CPU] Intel Xeon X5560 @ 2.80GHz,4,"5,668","1,328",95,LGA1366,Server
Intel Xeon X5570 @ 2.93GHz,4,"3,306","1,395",95,LGA1366,Server
[Dual CPU] Intel Xeon X5570 @ 2.93GHz,4,"6,269","1,447",95,LGA1366,Server
Intel Xeon X5647 @ 2.93GHz,4,"4,441","1,363",130,LGA1366,Server
[Dual CPU] Intel Xeon X5647 @ 2.93GHz,4,"8,369","1,418",130,LGA1366,Server
Intel Xeon X5650 @ 2.67GHz,6,"5,749","1,292",95,LGA1366,Server
[Dual CPU] Intel Xeon X5650 @ 2.67GHz,6,"10,175","1,323",95,LGA1366,Server
Intel Xeon X5660 @ 2.80GHz,6,"5,986","1,367",95,LGA1366,Server
[Dual CPU] Intel Xeon X5660 @ 2.80GHz,6,"10,325","1,351",95,LGA1366,Server
Intel Xeon X5667 @ 3.07GHz,4,"4,697","1,469",95,LGA1366,Server
[Dual CPU] Intel Xeon X5667 @ 3.07GHz,4,"8,462","1,445",95,LGA1366,Server
Intel Xeon X5670 @ 2.93GHz,6,"6,172","1,407",95,LGA1366,Server
[Dual CPU] Intel Xeon X5670 @ 2.93GHz,6,"10,679","1,414",95,LGA1366,Server
Intel Xeon X5672 @ 3.20GHz,4,"5,036","1,552",95,LGA1366,Server
[Dual CPU] Intel Xeon X5672 @ 3.20GHz,4,"8,826","1,509",95,LGA1366,Server
Intel Xeon X5675 @ 3.07GHz,6,"6,424","1,484",95,LGA1366,Server
[Dual CPU] Intel Xeon X5675 @ 3.07GHz,6,"11,625","1,511",95,LGA1366,Server
Intel Xeon X5677 @ 3.47GHz,4,"5,064","1,611",130,LGA1366,Server
[Dual CPU] Intel Xeon X5677 @ 3.47GHz,4,"8,971","1,623",130,LGA1366,Server
Intel Xeon X5679 @ 3.20GHz,6,"7,095","1,547",115,LGA1366,Server
[Dual CPU] Intel Xeon X5679 @ 3.20GHz,6,"9,634","1,526",115,LGA1366,Server
Intel Xeon X5680 @ 3.33GHz,6,"6,931","1,549",130,LGA1366,Server
[Dual CPU] Intel Xeon X5680 @ 3.33GHz,6,"12,593","1,614",130,LGA1366,Server
Intel Xeon X5687 @ 3.60GHz,4,"5,386","1,643",130,LGA1366,Server
[Dual CPU] Intel Xeon X5687 @ 3.60GHz,4,"9,417","1,636",130,LGA1366,Server
Intel Xeon X5690 @ 3.47GHz,6,"7,029","1,633",130,LGA1366,Server
[Dual CPU] Intel Xeon X5690 @ 3.47GHz,6,"12,892","1,708",130,LGA1366,Server
Intel Xeon X5698 @ 4.40GHz,2,"3,447","1,922",130,LGA1366,Server
Intel Xeon X6550 @ 2.00GHz,4,"1,936",390,130,LGA1567,Server
[Quad CPU] Intel Xeon X7350 @ 2.93GHz,4,"7,836","1,186",130,604,Server
[Dual CPU] Intel Xeon X7460 @ 2.66GHz,6,"4,803",922,130,PGA604,Server
[Quad CPU] Intel Xeon X7550 @ 2.00GHz,8,"12,358",957,130,LGA1567,Server
[Dual CPU] Intel Xeon X7550 @ 2.00GHz,8,"7,873","1,067",130,LGA1567,Server
[Quad CPU] Intel Xeon X7560 @ 2.27GHz,8,"16,464","1,148",130,LGA1567,Server
[Dual CPU] Intel Xeon X7560 @ 2.27GHz,8,"8,028",892,130,LGA1567,Server
JLQ JR510,8,"1,049",594,NA,Unknown,Mobile/Embedded
JMJWOA-Generic-,12,"22,729","4,322",NA,Unknown,Unknown
KX-U6580@2.5GHz,8,"3,416",770,NA,Unknown,Unknown
"lisa based Qualcomm Technologies, Inc. SM7325",8,"5,462","1,884",NA,Unknown,Mobile/Embedded
Loongson-3A6000,4,"1,423",720,NA,Unknown,Unknown
M7221,4,760,646,NA,Unknown,Mobile/Embedded
Manta,2,356,426,NA,Unknown,Mobile/Embedded
"Mars based on Qualcomm Technologies, Inc SM8350",8,"5,230","1,984",NA,Unknown,Mobile/Embedded
MediaTek Dimensity 1000+ (MT6889),8,"4,892","1,823",NA,Unknown,Mobile/Embedded
Mediatek Dimensity 7025 (MT6855),8,"4,582","1,863",NA,Unknown,Mobile/Embedded
Mediatek Dimensity 7200-Pro (MT6886),8,"4,764","2,024",NA,Unknown,Mobile/Embedded
Mediatek Dimensity 7300-Ultra (MT6878),8,"6,332","2,115",NA,Unknown,Mobile/Embedded
Mediatek Dimensity 8200-Ultimate (MT6896),8,"7,463","2,373",NA,Unknown,Mobile/Embedded
Mediatek Dimensity 8350 (MT6897),8,"7,406","2,102",NA,Unknown,Mobile/Embedded
Mediatek Dimensity 8400-Turbo (MT6899),8,"8,657","2,128",NA,Unknown,Mobile/Embedded
MediaTek Dimensity 900 (MT6877),8,"4,869","1,950",NA,Unknown,Mobile/Embedded
Mediatek Dimensity 9200 (MT6985),8,"8,046","2,484",NA,Unknown,Mobile/Embedded
Mediatek Dimensity 9400 (MT6991),8,"11,803","2,927",NA,Unknown,Mobile/Embedded
Mediatek DM700,8,"4,471","1,566",NA,Unknown,Mobile/Embedded
MediaTek G70 (MT6769V/CB),8,"2,467","1,124",NA,Unknown,Mobile/Embedded
MediaTek G70 (MT6769V/WB),8,"2,192","1,118",NA,Unknown,Mobile/Embedded
MediaTek G80 (MT6769T),8,"2,613","1,099",NA,Unknown,Mobile/Embedded
MediaTek G80 (MT6769V/CT),8,"2,500","1,046",NA,Unknown,Mobile/Embedded
MediaTek G80 (MT6769V/CU),8,"2,717","1,058",NA,Unknown,Mobile/Embedded
MediaTek G85 (MT6769Z),8,"2,771","1,098",NA,Unknown,Mobile/Embedded
MediaTek G88 (MT6769H),8,"2,714","1,017",NA,Unknown,Mobile/Embedded
MediaTek G99 Ultimate (MT6789),8,"4,169","1,501",NA,Unknown,Mobile/Embedded
Mediatek Kompanio 1380,8,"5,121","1,984",NA,Unknown,Mobile/Embedded
MediaTek Kompanio 520/528 (MT8186/MT8186T),8,"3,717","1,388",4,Unknown,Mobile/Embedded
Mediatek Kompanio 540,8,"5,260","2,325",NA,Unknown,Mobile/Embedded
Mediatek Kompanio 838 MT8188,8,"5,343","2,300",NA,Unknown,Mobile/Embedded
Mediatek Kompanio Ultra 910,8,"13,691","3,559",NA,Unknown,Mobile/Embedded
MediaTek MT6735,4,581,321,NA,Unknown,Mobile/Embedded
MediaTek MT6737,4,481,271,NA,Unknown,Mobile/Embedded
MediaTek MT6737M,4,465,240,NA,Unknown,Mobile/Embedded
MediaTek MT6737T,4,712,398,NA,Unknown,Mobile/Embedded
Mediatek MT6739,4,611,319,NA,Unknown,Mobile/Embedded
Mediatek MT6739W,4,251,103,NA,Unknown,Mobile/Embedded
MediaTek MT6739WA,4,429,271,NA,Unknown,Mobile/Embedded
MediaTek MT6739WW,4,487,304,NA,Unknown,Mobile/Embedded
MediaTek MT6750,8,"1,062",370,NA,Unknown,Mobile/Embedded
MediaTek MT6750T,8,"1,187",468,NA,Unknown,Mobile/Embedded
MediaTek MT6750V/WT,8,"1,122",404,NA,Unknown,Mobile/Embedded
MediaTek MT6753,8,951,326,NA,Unknown,Mobile/Embedded
MediaTek MT6753T,8,"1,166",413,NA,Unknown,Mobile/Embedded
MediaTek MT6757CD,8,"1,782",633,NA,Unknown,Mobile/Embedded
MediaTek MT6757V,8,"1,804",599,NA,Unknown,Mobile/Embedded
Mediatek MT6761,4,"1,021",525,NA,Unknown,Mobile/Embedded
Mediatek MT6761V/CAB,4,"1,074",559,NA,Unknown,Mobile/Embedded
MediaTek MT6761V/WBB,4,813,484,NA,Unknown,Mobile/Embedded
Mediatek MT6761V/WD,4,762,485,NA,Unknown,Mobile/Embedded
MediaTek MT6761V/WE,4,750,441,NA,Unknown,Mobile/Embedded
Mediatek MT6762,8,"1,798",521,NA,Unknown,Mobile/Embedded
MediaTek MT6762G,8,"1,259",495,NA,Unknown,Mobile/Embedded
MediaTek MT6762V/CA,8,"1,338",461,NA,Unknown,Mobile/Embedded
MediaTek MT6762V/CB,8,"1,641",527,NA,Unknown,Mobile/Embedded
MediaTek MT6762V/CN,4,721,446,NA,Unknown,Mobile/Embedded
MediaTek MT6762V/WA,8,"1,477",487,NA,Unknown,Mobile/Embedded
MediaTek MT6762V/WB,8,"1,499",500,NA,Unknown,Mobile/Embedded
MediaTek MT6762V/WD,8,"1,596",482,NA,Unknown,Mobile/Embedded
MediaTek MT6762V/WR,8,"1,547",521,NA,Unknown,Mobile/Embedded
MediaTek MT6763V/CE,8,"2,130","1,104",NA,Unknown,Mobile/Embedded
MediaTek MT6763V/V,8,"1,578",546,NA,Unknown,Mobile/Embedded
Mediatek MT6765,8,"1,706",582,NA,Unknown,Mobile/Embedded
MediaTek MT6765G,8,"1,684",565,NA,Unknown,Mobile/Embedded
Mediatek MT6765H,8,"2,058",627,NA,Unknown,Mobile/Embedded
MediaTek MT6765V/CA,8,"1,847",613,NA,Unknown,Mobile/Embedded
MediaTek MT6765V/CB,8,"1,923",607,NA,Unknown,Mobile/Embedded
Mediatek MT6765V/WA,8,"2,186",675,NA,Unknown,Mobile/Embedded
Mediatek MT6765V/WB,8,"1,823",616,NA,Unknown,Mobile/Embedded
Mediatek MT6765V/XBA,8,"1,738",598,NA,Unknown,Mobile/Embedded
Mediatek MT6768,8,"2,805","1,085",NA,Unknown,Mobile/Embedded
Mediatek MT6768G,8,"3,232","1,212",NA,Unknown,Mobile/Embedded
MediaTek MT6768V/CA,8,"2,353","1,056",NA,Unknown,Mobile/Embedded
Mediatek MT6769,8,"2,810","1,097",NA,Unknown,Mobile/Embedded
Mediatek MT6769V/CB,8,"2,774","1,103",NA,Unknown,Mobile/Embedded
MediaTek MT6771V/C,8,"2,676",893,NA,Unknown,Mobile/Embedded
MediaTek MT6771V/CT,8,"2,673",907,NA,Unknown,Mobile/Embedded
MediaTek MT6771V/W,8,"2,460",881,NA,Unknown,Mobile/Embedded
MediaTek MT6771V/WM,8,"2,286",807,NA,Unknown,Mobile/Embedded
MediaTek MT6771V/WT,8,"2,374",897,NA,Unknown,Mobile/Embedded
Mediatek MT6779,8,"3,423","1,096",NA,Unknown,Mobile/Embedded
MediaTek MT6779V/CE,8,"3,112","1,246",NA,Unknown,Mobile/Embedded
MediaTek MT6779V/CU,8,"2,683","1,180",NA,Unknown,Mobile/Embedded
MediaTek MT6779V/CV,8,"2,759","1,108",NA,Unknown,Mobile/Embedded
Mediatek MT6781,8,"3,853","1,314",NA,Unknown,Mobile/Embedded
Mediatek MT6781V/CD,8,"4,040","1,476",NA,Unknown,Mobile/Embedded
Mediatek MT6781V/CDZAMB-H,8,"4,160","1,477",NA,Unknown,Mobile/Embedded
Mediatek MT6785,8,"3,734","1,372",NA,Unknown,Mobile/Embedded
MediaTek MT6785V/CC,8,"3,428","1,243",NA,Unknown,Mobile/Embedded
MediaTek MT6785V/CD,8,"3,652","1,300",NA,Unknown,Mobile/Embedded
Mediatek MT6789V/CD,8,"4,272","1,504",NA,Unknown,Mobile/Embedded
MediaTek MT6797,10,"1,903",799,NA,Unknown,Mobile/Embedded
MediaTek MT6797T,10,"1,605",523,NA,Unknown,Mobile/Embedded
MediaTek MT6797X,10,"2,248",575,NA,Unknown,Mobile/Embedded
Mediatek MT6833,8,"4,059","1,414",NA,Unknown,Mobile/Embedded
Mediatek MT6833G,8,"4,532","1,284",NA,Unknown,Mobile/Embedded
Mediatek MT6833GP,8,"4,433","1,631",NA,Unknown,Mobile/Embedded
Mediatek MT6833P,8,"3,745","1,237",NA,Unknown,Mobile/Embedded
Mediatek MT6833V/NZA,8,"3,609","1,330",NA,Unknown,Mobile/Embedded
Mediatek MT6833V/PNZA,8,"4,060","1,447",NA,Unknown,Mobile/Embedded
Mediatek MT6833V/ZA,8,"4,219","1,432",NA,Unknown,Mobile/Embedded
Mediatek MT6853,8,"4,611","1,612",NA,Unknown,Mobile/Embedded
MediaTek MT6853T,8,"3,549","1,491",NA,Unknown,Mobile/Embedded
Mediatek MT6853V/NZA,8,"3,937","1,179",NA,Unknown,Mobile/Embedded
Mediatek MT6853V/TNZA,8,"4,171","1,481",NA,Unknown,Mobile/Embedded
MediaTek MT6873,8,"4,074","1,323",NA,Unknown,Mobile/Embedded
Mediatek MT6875,8,"5,258","1,443",NA,Unknown,Mobile/Embedded
Mediatek MT6877V/TTZA,8,"4,943","1,979",NA,Unknown,Mobile/Embedded
Mediatek MT6877V/TZA,8,"4,660","1,735",NA,Unknown,Mobile/Embedded
MediaTek MT6879,8,"5,403","2,213",NA,Unknown,Mobile/Embedded
Mediatek MT6879V/ZA,8,"4,662","1,970",NA,Unknown,Mobile/Embedded
Mediatek MT6879V_T/ZA,8,"5,186","2,181",NA,Unknown,Mobile/Embedded
Mediatek MT6883Z/CZA,8,"5,914","1,751",NA,Unknown,Mobile/Embedded
Mediatek MT6891,8,"5,435","1,501",NA,Unknown,Mobile/Embedded
Mediatek MT6891Z/CZA,8,"6,644","2,219",NA,Unknown,Mobile/Embedded
Mediatek MT6891Z_T/CZA,8,"7,171","2,272",NA,Unknown,Mobile/Embedded
Mediatek MT6891Z_Z/CZA,8,"6,508","1,670",NA,Unknown,Mobile/Embedded
Mediatek MT6893,8,"6,360","2,102",NA,Unknown,Mobile/Embedded
Mediatek MT6893Z_T/CZA,8,"6,333","2,498",NA,Unknown,Mobile/Embedded
MediaTek MT6895,8,"7,520","2,262",NA,Unknown,Mobile/Embedded
Mediatek MT6895Z/TCZA,8,"6,732","2,191",NA,Unknown,Mobile/Embedded
Mediatek MT6895Z_A/TCZA,8,"7,554","2,260",NA,Unknown,Mobile/Embedded
Mediatek MT6895Z_B/TCZA,8,"7,044","2,201",NA,Unknown,Mobile/Embedded
MediaTek MT6983,8,"6,691","2,281",NA,Unknown,Mobile/Embedded
Mediatek MT6983W/CZA,8,"9,136","3,238",NA,Unknown,Mobile/Embedded
Mediatek MT6983Z/CZA,8,"7,726","2,255",NA,Unknown,Mobile/Embedded
Mediatek MT6989,8,"10,944","2,513",NA,Unknown,Mobile/Embedded
MediaTek MT6993,8,"13,396","2,453",NA,Unknown,Mobile/Embedded
MediaTek MT8163,4,634,346,NA,Unknown,Mobile/Embedded
MediaTek MT8166B,4,981,529,NA,Unknown,Mobile/Embedded
MediaTek MT8167B,4,403,271,NA,Unknown,Mobile/Embedded
MediaTek MT8168,4,"1,029",492,NA,Unknown,Mobile/Embedded
MediaTek MT8168A,4,712,448,NA,Unknown,Mobile/Embedded
Mediatek MT8168B,4,795,511,NA,Unknown,Mobile/Embedded
Mediatek MT8173,4,"1,428",964,NA,Unknown,Mobile/Embedded
Mediatek MT8175B,4,592,446,NA,Unknown,Mobile/Embedded
MediaTek MT8183,8,"2,578",901,NA,Unknown,Mobile/Embedded
MediaTek MT8188,8,"4,158","1,933",NA,Unknown,Mobile/Embedded
Mediatek MT8192,8,"5,172","1,563",NA,Unknown,Mobile/Embedded
Mediatek MT8195,8,"8,419","2,647",NA,Unknown,Mobile/Embedded
Mediatek MT8195AV,8,"6,251","1,977",NA,Unknown,Mobile/Embedded
Mediatek MT8365,4,"1,156",526,NA,Unknown,Mobile/Embedded
Mediatek MT8370AV/A,6,"4,107","1,798",NA,Unknown,Mobile/Embedded
Mediatek MT8390AV/A,8,"5,009","1,960",NA,Unknown,Mobile/Embedded
Mediatek MT8696,4,740,542,NA,Unknown,Mobile/Embedded
MediaTek MT8735B,4,418,225,NA,Unknown,Mobile/Embedded
Mediatek MT8755,8,"4,859","1,903",NA,Unknown,Mobile/Embedded
Mediatek MT8765WA,4,569,368,NA,Unknown,Mobile/Embedded
Mediatek MT8766A,4,979,551,NA,Unknown,Mobile/Embedded
Mediatek MT8766B,4,"1,124",557,NA,Unknown,Mobile/Embedded
Mediatek MT8768,8,"1,957",630,NA,Unknown,Mobile/Embedded
Mediatek MT8768A,8,"1,524",454,NA,Unknown,Mobile/Embedded
Mediatek MT8768CA,8,"1,978",569,NA,Unknown,Mobile/Embedded
MediaTek MT8768CT,8,"2,042",620,NA,Unknown,Mobile/Embedded
Mediatek MT8768CX,8,"2,274",643,NA,Unknown,Mobile/Embedded
Mediatek MT8768N,8,"2,382",669,NA,Unknown,Mobile/Embedded
MediaTek MT8768WA,8,"1,715",531,NA,Unknown,Mobile/Embedded
Mediatek MT8768WE,8,"1,667",540,NA,Unknown,Mobile/Embedded
MediaTek MT8768WT,8,"2,003",624,NA,Unknown,Mobile/Embedded
Mediatek MT8771V/PZA,8,"4,414","1,425",NA,Unknown,Mobile/Embedded
Mediatek MT8775,8,"5,820","1,834",NA,Unknown,Mobile/Embedded
MediaTek MT8781,8,"4,474","1,602",NA,Unknown,Mobile/Embedded
Mediatek MT8781V/CA,8,"4,117","1,523",NA,Unknown,Mobile/Embedded
Mediatek MT8781V/NA,8,"4,293","1,560",NA,Unknown,Mobile/Embedded
Mediatek MT8786,8,"2,686","1,069",NA,Unknown,Mobile/Embedded
Mediatek MT8786V/CT,8,"3,100","1,133",NA,Unknown,Mobile/Embedded
Mediatek MT8786V/N,8,"3,179","1,155",NA,Unknown,Mobile/Embedded
Mediatek MT8788,8,"3,330",955,NA,Unknown,Mobile/Embedded
Mediatek MT8789,8,"6,640","2,296",NA,Unknown,Mobile/Embedded
Mediatek MT8789V/CT,8,"3,946","1,477",NA,Unknown,Mobile/Embedded
Mediatek MT8789V/T,8,"4,199","1,478",NA,Unknown,Mobile/Embedded
Mediatek MT8791,8,"5,305","2,148",NA,Unknown,Mobile/Embedded
Mediatek MT8791V/HZA,8,"4,974","2,172",NA,Unknown,Mobile/Embedded
Mediatek MT8791V/TN,8,"4,809","2,113",NA,Unknown,Mobile/Embedded
Mediatek MT8791V/TZA,8,"2,284","1,349",NA,Unknown,Mobile/Embedded
Mediatek MT8792,8,"7,980","2,497",NA,Unknown,Mobile/Embedded
Mediatek MT8797Z/CNZA,8,"7,264","2,284",NA,Unknown,Mobile/Embedded
Mediatek MT8798Z/CNZA,8,"9,110","3,111",NA,Unknown,Mobile/Embedded
Mediatek MT9676,4,635,421,NA,Unknown,Mobile/Embedded
Mediatek t50,4,948,661,NA,Unknown,Mobile/Embedded
Microsoft SQ1 @ 3.0 GHz,8,"6,039","1,823",15,Unknown,Laptop
Microsoft SQ2 @ 3.15 GHz,8,"6,587","1,910",NA,Unknown,Laptop
Microsoft SQ3 @ 3.0 GHz,8,"11,831","2,397",NA,Unknown,Laptop
Mobile AMD Athlon 2500+,1,241,365,NA,Unknown,Laptop
Mobile AMD Athlon 4 2400+,1,233,358,NA,Unknown,Laptop
Mobile AMD Athlon 64 3200+,1,326,400,81.5,Unknown,Laptop
Mobile AMD Athlon 64 3400+,1,333,432,81.5,Unknown,Laptop
Mobile AMD Athlon 64 3700+,1,356,485,81.5,Unknown,Laptop
Mobile AMD Athlon 64 4000+,1,313,338,62,Unknown,Laptop
Mobile AMD Athlon MP-M 1800+,1,173,262,35,Unknown,Laptop
Mobile AMD Athlon MP-M 2400+,1,192,314,NA,Unknown,Laptop
Mobile AMD Athlon XP-M 1600+,1,169,274,NA,Unknown,Laptop
